id,sex,age,height,weight,headband,college,tattoos,tchests,parrots,favorite.pirate,sword.type,eyepatch,sword.time,beard.length,fav.pixar,grogg,favorite.sea
994,female,37.0,153.95,65.2,yes,JSSFP,11.0,12.0,2,Jack Sparrow,cutlass,1.0,1.94,0.0,Inside Out,12.0,
995,male,34.0,172.45,75.0,yes,JSSFP,9.0,18.0,16,Jack Sparrow,cutlass,1.0,0.16,18.0,Toy Story 3,10.0,
996,male,26.0,178.83,70.8,yes,CCCC,14.0,11.0,2,Jack Sparrow,cutlass,0.0,0.46,20.0,Up,13.0,
997,female,34.0,157.2,53.6,yes,JSSFP,13.0,48.0,2,Hook,cutlass,0.0,0.15,0.0,Finding Nemo,8.0,
998,male,36.0,175.74,72.4,yes,JSSFP,9.0,95.0,14,Jack Sparrow,cutlass,1.0,1.28,18.0,The Incredibles,11.0,
999,male,30.0,175.24,70.2,yes,JSSFP,9.0,6.0,0,Lewis Scot,cutlass,1.0,0.21,24.0,Inside Out,10.0,
1000,male,30.0,189.45,84.0,,JSSFP,10.0,36.0,1,Jack Sparrow,cutlass,0.0,0.95,19.0,Up,14.0,
178,,,,,,,,,,,,,,,,,Bering Sea
92,,,,,,,,,,,,,,,,,Gulf of Alaska
25,,,,,,,,,,,,,,,,,Ligurian Sea
719,,,,,,,,,,,,,,,,,Chilean Sea
16,,,,,,,,,,,,,,,,,Norwegian Sea
725,,,,,,,,,,,,,,,,,Caspian Sea
959,,,,,,,,,,,,,,,,,Banda Sea
315,,,,,,,,,,,,,,,,,Philippine Sea
697,,,,,,,,,,,,,,,,,Gulf of Mexico
314,,,,,,,,,,,,,,,,,Bering Sea
662,,,,,,,,,,,,,,,,,Labrador Sea
326,,,,,,,,,,,,,,,,,Sulu Sea
66,,,,,,,,,,,,,,,,,Sea of Japan
950,,,,,,,,,,,,,,,,,Labrador Sea
704,,,,,,,,,,,,,,,,,Caribbean Sea
285,,,,,,,,,,,,,,,,,Philippine Sea
121,,,,,,,,,,,,,,,,,Yellow Sea
700,,,,,,,,,,,,,,,,,Philippine Sea
961,,,,,,,,,,,,,,,,,Andaman Sea
648,,,,,,,,,,,,,,,,,Aegean Sea
898,,,,,,,,,,,,,,,,,Southern Ocean
116,,,,,,,,,,,,,,,,,Philippine Sea
988,,,,,,,,,,,,,,,,,Southern Ocean
902,,,,,,,,,,,,,,,,,Celebes Sea
972,,,,,,,,,,,,,,,,,Gulf of St Lawrence
270,,,,,,,,,,,,,,,,,Tasman Sea
678,,,,,,,,,,,,,,,,,Banda Sea
44,,,,,,,,,,,,,,,,,South China Sea
999,,,,,,,,,,,,,,,,,Labrador Sea
924,,,,,,,,,,,,,,,,,Gulf of Alaska
485,,,,,,,,,,,,,,,,,Yellow Sea
509,,,,,,,,,,,,,,,,,Labrador Sea
646,,,,,,,,,,,,,,,,,Ligurian Sea
33,,,,,,,,,,,,,,,,,Bering Sea
780,,,,,,,,,,,,,,,,,Greenland Sea
21,,,,,,,,,,,,,,,,,Greenland Sea
400,,,,,,,,,,,,,,,,,Southern Ocean
264,,,,,,,,,,,,,,,,,Norwegian Sea
929,,,,,,,,,,,,,,,,,Java Sea
243,,,,,,,,,,,,,,,,,East China Sea
883,,,,,,,,,,,,,,,,,Sulu Sea
96,,,,,,,,,,,,,,,,,Red Sea
386,,,,,,,,,,,,,,,,,East China Sea
995,,,,,,,,,,,,,,,,,Barents Sea
508,,,,,,,,,,,,,,,,,Gulf of St Lawrence
260,,,,,,,,,,,,,,,,,Tasman Sea
918,,,,,,,,,,,,,,,,,Yellow Sea
157,,,,,,,,,,,,,,,,,Java Sea
512,,,,,,,,,,,,,,,,,Gulf of Alaska
17,,,,,,,,,,,,,,,,,Arabian Sea
563,,,,,,,,,,,,,,,,,Arabian Sea
500,,,,,,,,,,,,,,,,,Java Sea
297,,,,,,,,,,,,,,,,,Mediterranean Sea
925,,,,,,,,,,,,,,,,,Caspian Sea
584,,,,,,,,,,,,,,,,,Caribbean Sea
689,,,,,,,,,,,,,,,,,Caribbean Sea
299,,,,,,,,,,,,,,,,,Caribbean Sea
973,,,,,,,,,,,,,,,,,Adriatic Sea
419,,,,,,,,,,,,,,,,,Gulf of Mexico
220,,,,,,,,,,,,,,,,,South China Sea
816,,,,,,,,,,,,,,,,,South China Sea
290,,,,,,,,,,,,,,,,,Aegean Sea
845,,,,,,,,,,,,,,,,,Greenland Sea
51,,,,,,,,,,,,,,,,,Java Sea
29,,,,,,,,,,,,,,,,,Mediterranean Sea
185,,,,,,,,,,,,,,,,,Aegean Sea
542,,,,,,,,,,,,,,,,,East China Sea
464,,,,,,,,,,,,,,,,,Caribbean Sea
591,,,,,,,,,,,,,,,,,Chilean Sea
164,,,,,,,,,,,,,,,,,Ligurian Sea
119,,,,,,,,,,,,,,,,,Caribbean Sea
399,,,,,,,,,,,,,,,,,Tyrrhenian Sea
102,,,,,,,,,,,,,,,,,Coral Sea
489,,,,,,,,,,,,,,,,,East China Sea
365,,,,,,,,,,,,,,,,,Baltic Sea
736,,,,,,,,,,,,,,,,,Philippine Sea
565,,,,,,,,,,,,,,,,,Greenland Sea
815,,,,,,,,,,,,,,,,,Labrador Sea
471,,,,,,,,,,,,,,,,,Chilean Sea
628,,,,,,,,,,,,,,,,,Baltic Sea
201,,,,,,,,,,,,,,,,,Tyrrhenian Sea
15,,,,,,,,,,,,,,,,,Aegean Sea
857,,,,,,,,,,,,,,,,,Norwegian Sea
531,,,,,,,,,,,,,,,,,Bering Sea
642,,,,,,,,,,,,,,,,,Sea of Japan
990,,,,,,,,,,,,,,,,,Adriatic Sea
911,,,,,,,,,,,,,,,,,Coral Sea
163,,,,,,,,,,,,,,,,,Mediterranean Sea
550,,,,,,,,,,,,,,,,,Bering Sea
193,,,,,,,,,,,,,,,,,Arabian Sea
487,,,,,,,,,,,,,,,,,Gulf of St Lawrence
222,,,,,,,,,,,,,,,,,Bering Sea
324,,,,,,,,,,,,,,,,,Andaman Sea
752,,,,,,,,,,,,,,,,,Adriatic Sea
307,,,,,,,,,,,,,,,,,Coral Sea
269,,,,,,,,,,,,,,,,,Barents Sea
669,,,,,,,,,,,,,,,,,Caribbean Sea
301,,,,,,,,,,,,,,,,,Sea of Japan
304,,,,,,,,,,,,,,,,,Barents Sea
258,,,,,,,,,,,,,,,,,Philippine Sea
414,,,,,,,,,,,,,,,,,Banda Sea
573,,,,,,,,,,,,,,,,,Aegean Sea
105,,,,,,,,,,,,,,,,,Southern Ocean
536,,,,,,,,,,,,,,,,,Barents Sea
194,,,,,,,,,,,,,,,,,Sulu Sea
429,,,,,,,,,,,,,,,,,Sea of Japan
195,,,,,,,,,,,,,,,,,Tyrrhenian Sea
944,,,,,,,,,,,,,,,,,Gulf of St Lawrence
347,,,,,,,,,,,,,,,,,Barents Sea
249,,,,,,,,,,,,,,,,,Gulf of Alaska
467,,,,,,,,,,,,,,,,,Greenland Sea
569,,,,,,,,,,,,,,,,,Bering Sea
741,,,,,,,,,,,,,,,,,Southern Ocean
824,,,,,,,,,,,,,,,,,Ryukyu Sea
231,,,,,,,,,,,,,,,,,Celebes Sea
411,,,,,,,,,,,,,,,,,South China Sea
884,,,,,,,,,,,,,,,,,Caribbean Sea
284,,,,,,,,,,,,,,,,,Labrador Sea
367,,,,,,,,,,,,,,,,,East China Sea
922,,,,,,,,,,,,,,,,,Gulf of Mexico
215,,,,,,,,,,,,,,,,,Caspian Sea
953,,,,,,,,,,,,,,,,,Bering Sea
746,,,,,,,,,,,,,,,,,Gulf of Alaska
147,,,,,,,,,,,,,,,,,Bering Sea
263,,,,,,,,,,,,,,,,,Southern Ocean
718,,,,,,,,,,,,,,,,,Labrador Sea
296,,,,,,,,,,,,,,,,,Banda Sea
901,,,,,,,,,,,,,,,,,Mediterranean Sea
631,,,,,,,,,,,,,,,,,Banda Sea
292,,,,,,,,,,,,,,,,,Gulf of St Lawrence
348,,,,,,,,,,,,,,,,,Chilean Sea
625,,,,,,,,,,,,,,,,,Andaman Sea
145,,,,,,,,,,,,,,,,,Coral Sea
688,,,,,,,,,,,,,,,,,Southern Ocean
771,,,,,,,,,,,,,,,,,Andaman Sea
302,,,,,,,,,,,,,,,,,Caribbean Sea
54,,,,,,,,,,,,,,,,,Barents Sea
840,,,,,,,,,,,,,,,,,Aegean Sea
106,,,,,,,,,,,,,,,,,Barents Sea
251,,,,,,,,,,,,,,,,,Celebes Sea
138,,,,,,,,,,,,,,,,,Red Sea
55,,,,,,,,,,,,,,,,,Ryukyu Sea
182,,,,,,,,,,,,,,,,,Caspian Sea
699,,,,,,,,,,,,,,,,,Black Sea
0,,,,,,,,,,,,,,,,,Gulf of Mexico
473,,,,,,,,,,,,,,,,,Andaman Sea
197,,,,,,,,,,,,,,,,,Banda Sea
262,,,,,,,,,,,,,,,,,Arabian Sea
213,,,,,,,,,,,,,,,,,East China Sea
418,,,,,,,,,,,,,,,,,Sulu Sea
895,,,,,,,,,,,,,,,,,Philippine Sea
849,,,,,,,,,,,,,,,,,Gulf of St Lawrence
676,,,,,,,,,,,,,,,,,Adriatic Sea
530,,,,,,,,,,,,,,,,,Mediterranean Sea
310,,,,,,,,,,,,,,,,,Adriatic Sea
803,,,,,,,,,,,,,,,,,Banda Sea
395,,,,,,,,,,,,,,,,,Andaman Sea
196,,,,,,,,,,,,,,,,,Coral Sea
235,,,,,,,,,,,,,,,,,Gulf of Alaska
318,,,,,,,,,,,,,,,,,Sulu Sea
967,,,,,,,,,,,,,,,,,Black Sea
731,,,,,,,,,,,,,,,,,Mediterranean Sea
280,,,,,,,,,,,,,,,,,Norwegian Sea
866,,,,,,,,,,,,,,,,,East China Sea
507,,,,,,,,,,,,,,,,,Java Sea
447,,,,,,,,,,,,,,,,,Sulu Sea
775,,,,,,,,,,,,,,,,,Norwegian Sea
794,,,,,,,,,,,,,,,,,Chilean Sea
891,,,,,,,,,,,,,,,,,Sea of Japan
910,,,,,,,,,,,,,,,,,Sulu Sea
674,,,,,,,,,,,,,,,,,Baltic Sea
183,,,,,,,,,,,,,,,,,Greenland Sea
745,,,,,,,,,,,,,,,,,Gulf of Mexico
191,,,,,,,,,,,,,,,,,Norwegian Sea
784,,,,,,,,,,,,,,,,,Mediterranean Sea
329,,,,,,,,,,,,,,,,,Java Sea
801,,,,,,,,,,,,,,,,,Sea of Japan
919,,,,,,,,,,,,,,,,,Mediterranean Sea
914,,,,,,,,,,,,,,,,,Gulf of St Lawrence
316,,,,,,,,,,,,,,,,,Southern Ocean
617,,,,,,,,,,,,,,,,,Ryukyu Sea
863,,,,,,,,,,,,,,,,,Barents Sea
828,,,,,,,,,,,,,,,,,Labrador Sea
728,,,,,,,,,,,,,,,,,Coral Sea
854,,,,,,,,,,,,,,,,,Greenland Sea
61,,,,,,,,,,,,,,,,,Baltic Sea
435,,,,,,,,,,,,,,,,,Sea of Japan
146,,,,,,,,,,,,,,,,,Adriatic Sea
920,,,,,,,,,,,,,,,,,Arabian Sea
524,,,,,,,,,,,,,,,,,Greenland Sea
248,,,,,,,,,,,,,,,,,Ligurian Sea
91,,,,,,,,,,,,,,,,,Celebes Sea
341,,,,,,,,,,,,,,,,,Mediterranean Sea
785,,,,,,,,,,,,,,,,,Arabian Sea
309,,,,,,,,,,,,,,,,,Caspian Sea
441,,,,,,,,,,,,,,,,,Gulf of Alaska
792,,,,,,,,,,,,,,,,,Ligurian Sea
907,,,,,,,,,,,,,,,,,Red Sea
996,,,,,,,,,,,,,,,,,Baltic Sea
274,,,,,,,,,,,,,,,,,Sulu Sea
582,,,,,,,,,,,,,,,,,Norwegian Sea
452,,,,,,,,,,,,,,,,,Arabian Sea
344,,,,,,,,,,,,,,,,,Greenland Sea
712,,,,,,,,,,,,,,,,,Philippine Sea
113,,,,,,,,,,,,,,,,,Gulf of Mexico
505,,,,,,,,,,,,,,,,,Baltic Sea
908,,,,,,,,,,,,,,,,,Adriatic Sea
893,,,,,,,,,,,,,,,,,Red Sea
449,,,,,,,,,,,,,,,,,Aegean Sea
766,,,,,,,,,,,,,,,,,Bering Sea
446,,,,,,,,,,,,,,,,,Baltic Sea
450,,,,,,,,,,,,,,,,,Tyrrhenian Sea
39,,,,,,,,,,,,,,,,,Baltic Sea
425,,,,,,,,,,,,,,,,,Red Sea
640,,,,,,,,,,,,,,,,,Banda Sea
916,,,,,,,,,,,,,,,,,Mediterranean Sea
958,,,,,,,,,,,,,,,,,East China Sea
372,,,,,,,,,,,,,,,,,Andaman Sea
36,,,,,,,,,,,,,,,,,Adriatic Sea
692,,,,,,,,,,,,,,,,,Gulf of St Lawrence
462,,,,,,,,,,,,,,,,,Norwegian Sea
126,,,,,,,,,,,,,,,,,Adriatic Sea
259,,,,,,,,,,,,,,,,,Yellow Sea
938,,,,,,,,,,,,,,,,,Chilean Sea
698,,,,,,,,,,,,,,,,,Red Sea
886,,,,,,,,,,,,,,,,,Labrador Sea
805,,,,,,,,,,,,,,,,,Sea of Japan
598,,,,,,,,,,,,,,,,,Gulf of St Lawrence
852,,,,,,,,,,,,,,,,,Adriatic Sea
645,,,,,,,,,,,,,,,,,Philippine Sea
882,,,,,,,,,,,,,,,,,Arabian Sea
510,,,,,,,,,,,,,,,,,Sea of Japan
668,,,,,,,,,,,,,,,,,Greenland Sea
357,,,,,,,,,,,,,,,,,Mediterranean Sea
738,,,,,,,,,,,,,,,,,Celebes Sea
480,,,,,,,,,,,,,,,,,Sulu Sea
375,,,,,,,,,,,,,,,,,Southern Ocean
799,,,,,,,,,,,,,,,,,Gulf of Mexico
499,,,,,,,,,,,,,,,,,Sea of Japan
148,,,,,,,,,,,,,,,,,Bering Sea
761,,,,,,,,,,,,,,,,,Southern Ocean
368,,,,,,,,,,,,,,,,,South China Sea
876,,,,,,,,,,,,,,,,,Arabian Sea
64,,,,,,,,,,,,,,,,,Bering Sea
52,,,,,,,,,,,,,,,,,Yellow Sea
104,,,,,,,,,,,,,,,,,South China Sea
180,,,,,,,,,,,,,,,,,Red Sea
108,,,,,,,,,,,,,,,,,Norwegian Sea
843,,,,,,,,,,,,,,,,,Tyrrhenian Sea
618,,,,,,,,,,,,,,,,,Arabian Sea
354,,,,,,,,,,,,,,,,,Celebes Sea
358,,,,,,,,,,,,,,,,,Banda Sea
892,,,,,,,,,,,,,,,,,East China Sea
927,,,,,,,,,,,,,,,,,Labrador Sea
463,,,,,,,,,,,,,,,,,East China Sea
963,,,,,,,,,,,,,,,,,Philippine Sea
551,,,,,,,,,,,,,,,,,Sulu Sea
871,,,,,,,,,,,,,,,,,Sea of Japan
476,,,,,,,,,,,,,,,,,Baltic Sea
189,,,,,,,,,,,,,,,,,Tyrrhenian Sea
935,,,,,,,,,,,,,,,,,Sulu Sea
842,,,,,,,,,,,,,,,,,Barents Sea
739,,,,,,,,,,,,,,,,,Ligurian Sea
469,,,,,,,,,,,,,,,,,Aegean Sea
114,,,,,,,,,,,,,,,,,Yellow Sea
383,,,,,,,,,,,,,,,,,Aegean Sea
175,,,,,,,,,,,,,,,,,Black Sea
751,,,,,,,,,,,,,,,,,Chilean Sea
848,,,,,,,,,,,,,,,,,Baltic Sea
20,,,,,,,,,,,,,,,,,Andaman Sea
626,,,,,,,,,,,,,,,,,Bering Sea
396,,,,,,,,,,,,,,,,,Baltic Sea
576,,,,,,,,,,,,,,,,,Labrador Sea
278,,,,,,,,,,,,,,,,,Adriatic Sea
305,,,,,,,,,,,,,,,,,Bering Sea
211,,,,,,,,,,,,,,,,,East China Sea
546,,,,,,,,,,,,,,,,,Arabian Sea
140,,,,,,,,,,,,,,,,,Mediterranean Sea
900,,,,,,,,,,,,,,,,,Aegean Sea
926,,,,,,,,,,,,,,,,,East China Sea
903,,,,,,,,,,,,,,,,,Sulu Sea
272,,,,,,,,,,,,,,,,,Ligurian Sea
403,,,,,,,,,,,,,,,,,Mediterranean Sea
781,,,,,,,,,,,,,,,,,Norwegian Sea
176,,,,,,,,,,,,,,,,,Mediterranean Sea
931,,,,,,,,,,,,,,,,,Southern Ocean
513,,,,,,,,,,,,,,,,,Adriatic Sea
333,,,,,,,,,,,,,,,,,Labrador Sea
3,,,,,,,,,,,,,,,,,Chilean Sea
275,,,,,,,,,,,,,,,,,Philippine Sea
779,,,,,,,,,,,,,,,,,Andaman Sea
351,,,,,,,,,,,,,,,,,Tyrrhenian Sea
807,,,,,,,,,,,,,,,,,East China Sea
392,,,,,,,,,,,,,,,,,Gulf of Alaska
540,,,,,,,,,,,,,,,,,Adriatic Sea
721,,,,,,,,,,,,,,,,,Andaman Sea
497,,,,,,,,,,,,,,,,,Sulu Sea
362,,,,,,,,,,,,,,,,,Caribbean Sea
255,,,,,,,,,,,,,,,,,Philippine Sea
802,,,,,,,,,,,,,,,,,Labrador Sea
561,,,,,,,,,,,,,,,,,Labrador Sea
709,,,,,,,,,,,,,,,,,Tyrrhenian Sea
200,,,,,,,,,,,,,,,,,Baltic Sea
98,,,,,,,,,,,,,,,,,Aegean Sea
748,,,,,,,,,,,,,,,,,Chilean Sea
839,,,,,,,,,,,,,,,,,Aegean Sea
896,,,,,,,,,,,,,,,,,Banda Sea
71,,,,,,,,,,,,,,,,,Baltic Sea
378,,,,,,,,,,,,,,,,,Black Sea
27,,,,,,,,,,,,,,,,,Tasman Sea
254,,,,,,,,,,,,,,,,,Ryukyu Sea
244,,,,,,,,,,,,,,,,,Arabian Sea
221,,,,,,,,,,,,,,,,,Aegean Sea
166,,,,,,,,,,,,,,,,,Aegean Sea
374,,,,,,,,,,,,,,,,,East China Sea
533,,,,,,,,,,,,,,,,,Tasman Sea
242,,,,,,,,,,,,,,,,,Chilean Sea
250,,,,,,,,,,,,,,,,,Adriatic Sea
757,,,,,,,,,,,,,,,,,Southern Ocean
218,,,,,,,,,,,,,,,,,Java Sea
85,,,,,,,,,,,,,,,,,Adriatic Sea
612,,,,,,,,,,,,,,,,,Adriatic Sea
459,,,,,,,,,,,,,,,,,Norwegian Sea
975,,,,,,,,,,,,,,,,,Mediterranean Sea
475,,,,,,,,,,,,,,,,,Southern Ocean
695,,,,,,,,,,,,,,,,,Banda Sea
217,,,,,,,,,,,,,,,,,Gulf of St Lawrence
788,,,,,,,,,,,,,,,,,Yellow Sea
295,,,,,,,,,,,,,,,,,Sulu Sea
962,,,,,,,,,,,,,,,,,Banda Sea
325,,,,,,,,,,,,,,,,,Black Sea
694,,,,,,,,,,,,,,,,,Greenland Sea
465,,,,,,,,,,,,,,,,,Gulf of Mexico
101,,,,,,,,,,,,,,,,,East China Sea
107,,,,,,,,,,,,,,,,,Sea of Japan
817,,,,,,,,,,,,,,,,,South China Sea
818,,,,,,,,,,,,,,,,,Mediterranean Sea
641,,,,,,,,,,,,,,,,,Andaman Sea
643,,,,,,,,,,,,,,,,,East China Sea
717,,,,,,,,,,,,,,,,,Ryukyu Sea
319,,,,,,,,,,,,,,,,,Aegean Sea
282,,,,,,,,,,,,,,,,,Andaman Sea
136,,,,,,,,,,,,,,,,,Java Sea
115,,,,,,,,,,,,,,,,,East China Sea
638,,,,,,,,,,,,,,,,,Tasman Sea
954,,,,,,,,,,,,,,,,,Adriatic Sea
590,,,,,,,,,,,,,,,,,Gulf of Alaska
934,,,,,,,,,,,,,,,,,Adriatic Sea
83,,,,,,,,,,,,,,,,,Tyrrhenian Sea
906,,,,,,,,,,,,,,,,,Labrador Sea
599,,,,,,,,,,,,,,,,,Caribbean Sea
13,,,,,,,,,,,,,,,,,Southern Ocean
76,,,,,,,,,,,,,,,,,Southern Ocean
525,,,,,,,,,,,,,,,,,Celebes Sea
125,,,,,,,,,,,,,,,,,Caspian Sea
173,,,,,,,,,,,,,,,,,Tyrrhenian Sea
869,,,,,,,,,,,,,,,,,Sea of Japan
327,,,,,,,,,,,,,,,,,Sulu Sea
767,,,,,,,,,,,,,,,,,Java Sea
983,,,,,,,,,,,,,,,,,Tasman Sea
774,,,,,,,,,,,,,,,,,Bering Sea
829,,,,,,,,,,,,,,,,,Philippine Sea
454,,,,,,,,,,,,,,,,,Baltic Sea
128,,,,,,,,,,,,,,,,,Yellow Sea
494,,,,,,,,,,,,,,,,,Baltic Sea
581,,,,,,,,,,,,,,,,,Baltic Sea
62,,,,,,,,,,,,,,,,,Tasman Sea
623,,,,,,,,,,,,,,,,,Baltic Sea
317,,,,,,,,,,,,,,,,,Tasman Sea
370,,,,,,,,,,,,,,,,,Red Sea
664,,,,,,,,,,,,,,,,,Coral Sea
321,,,,,,,,,,,,,,,,,Mediterranean Sea
989,,,,,,,,,,,,,,,,,South China Sea
597,,,,,,,,,,,,,,,,,Arabian Sea
363,,,,,,,,,,,,,,,,,Aegean Sea
40,,,,,,,,,,,,,,,,,Celebes Sea
169,,,,,,,,,,,,,,,,,Labrador Sea
312,,,,,,,,,,,,,,,,,Adriatic Sea
79,,,,,,,,,,,,,,,,,Caribbean Sea
103,,,,,,,,,,,,,,,,,Black Sea
167,,,,,,,,,,,,,,,,,Ryukyu Sea
413,,,,,,,,,,,,,,,,,Baltic Sea
657,,,,,,,,,,,,,,,,,Ryukyu Sea
966,,,,,,,,,,,,,,,,,Adriatic Sea
187,,,,,,,,,,,,,,,,,Caribbean Sea
256,,,,,,,,,,,,,,,,,Southern Ocean
552,,,,,,,,,,,,,,,,,Yellow Sea
570,,,,,,,,,,,,,,,,,Sulu Sea
240,,,,,,,,,,,,,,,,,Gulf of St Lawrence
764,,,,,,,,,,,,,,,,,Tasman Sea
391,,,,,,,,,,,,,,,,,Norwegian Sea
682,,,,,,,,,,,,,,,,,Black Sea
426,,,,,,,,,,,,,,,,,Red Sea
330,,,,,,,,,,,,,,,,,Red Sea
209,,,,,,,,,,,,,,,,,Ligurian Sea
915,,,,,,,,,,,,,,,,,Tasman Sea
519,,,,,,,,,,,,,,,,,Chilean Sea
763,,,,,,,,,,,,,,,,,Barents Sea
681,,,,,,,,,,,,,,,,,Yellow Sea
75,,,,,,,,,,,,,,,,,Baltic Sea
637,,,,,,,,,,,,,,,,,Java Sea
277,,,,,,,,,,,,,,,,,Norwegian Sea
359,,,,,,,,,,,,,,,,,Baltic Sea
381,,,,,,,,,,,,,,,,,Southern Ocean
168,,,,,,,,,,,,,,,,,Norwegian Sea
160,,,,,,,,,,,,,,,,,Barents Sea
303,,,,,,,,,,,,,,,,,Coral Sea
122,,,,,,,,,,,,,,,,,Caspian Sea
793,,,,,,,,,,,,,,,,,Celebes Sea
586,,,,,,,,,,,,,,,,,Tasman Sea
602,,,,,,,,,,,,,,,,,Aegean Sea
233,,,,,,,,,,,,,,,,,Caspian Sea
838,,,,,,,,,,,,,,,,,East China Sea
786,,,,,,,,,,,,,,,,,Aegean Sea
253,,,,,,,,,,,,,,,,,Ryukyu Sea
24,,,,,,,,,,,,,,,,,Sulu Sea
58,,,,,,,,,,,,,,,,,Adriatic Sea
455,,,,,,,,,,,,,,,,,Celebes Sea
670,,,,,,,,,,,,,,,,,Labrador Sea
904,,,,,,,,,,,,,,,,,Gulf of Alaska
477,,,,,,,,,,,,,,,,,Ligurian Sea
241,,,,,,,,,,,,,,,,,Caspian Sea
112,,,,,,,,,,,,,,,,,Sulu Sea
47,,,,,,,,,,,,,,,,,Barents Sea
899,,,,,,,,,,,,,,,,,South China Sea
437,,,,,,,,,,,,,,,,,Black Sea
198,,,,,,,,,,,,,,,,,Ryukyu Sea
236,,,,,,,,,,,,,,,,,Barents Sea
43,,,,,,,,,,,,,,,,,Baltic Sea
491,,,,,,,,,,,,,,,,,Gulf of St Lawrence
340,,,,,,,,,,,,,,,,,Gulf of St Lawrence
99,,,,,,,,,,,,,,,,,Java Sea
478,,,,,,,,,,,,,,,,,Sulu Sea
457,,,,,,,,,,,,,,,,,Gulf of Mexico
155,,,,,,,,,,,,,,,,,East China Sea
181,,,,,,,,,,,,,,,,,Caspian Sea
408,,,,,,,,,,,,,,,,,Greenland Sea
153,,,,,,,,,,,,,,,,,Caspian Sea
528,,,,,,,,,,,,,,,,,Greenland Sea
32,,,,,,,,,,,,,,,,,Gulf of Mexico
543,,,,,,,,,,,,,,,,,Ligurian Sea
560,,,,,,,,,,,,,,,,,Philippine Sea
976,,,,,,,,,,,,,,,,,Yellow Sea
875,,,,,,,,,,,,,,,,,Black Sea
633,,,,,,,,,,,,,,,,,Aegean Sea
228,,,,,,,,,,,,,,,,,Coral Sea
53,,,,,,,,,,,,,,,,,Adriatic Sea
495,,,,,,,,,,,,,,,,,Yellow Sea
872,,,,,,,,,,,,,,,,,Gulf of Mexico
667,,,,,,,,,,,,,,,,,Tasman Sea
346,,,,,,,,,,,,,,,,,Yellow Sea
12,,,,,,,,,,,,,,,,,Caribbean Sea
956,,,,,,,,,,,,,,,,,Gulf of St Lawrence
80,,,,,,,,,,,,,,,,,Caribbean Sea
589,,,,,,,,,,,,,,,,,Celebes Sea
268,,,,,,,,,,,,,,,,,Black Sea
442,,,,,,,,,,,,,,,,,Bering Sea
981,,,,,,,,,,,,,,,,,Adriatic Sea
19,,,,,,,,,,,,,,,,,Java Sea
206,,,,,,,,,,,,,,,,,Sulu Sea
402,,,,,,,,,,,,,,,,,Chilean Sea
970,,,,,,,,,,,,,,,,,Sea of Japan
127,,,,,,,,,,,,,,,,,Adriatic Sea
846,,,,,,,,,,,,,,,,,Ligurian Sea
417,,,,,,,,,,,,,,,,,Norwegian Sea
831,,,,,,,,,,,,,,,,,Gulf of Mexico
37,,,,,,,,,,,,,,,,,Norwegian Sea
653,,,,,,,,,,,,,,,,,Norwegian Sea
587,,,,,,,,,,,,,,,,,Greenland Sea
734,,,,,,,,,,,,,,,,,Tyrrhenian Sea
514,,,,,,,,,,,,,,,,,Black Sea
789,,,,,,,,,,,,,,,,,Norwegian Sea
656,,,,,,,,,,,,,,,,,Arabian Sea
371,,,,,,,,,,,,,,,,,Celebes Sea
913,,,,,,,,,,,,,,,,,Chilean Sea
219,,,,,,,,,,,,,,,,,Ryukyu Sea
387,,,,,,,,,,,,,,,,,Labrador Sea
600,,,,,,,,,,,,,,,,,Sulu Sea
833,,,,,,,,,,,,,,,,,Andaman Sea
822,,,,,,,,,,,,,,,,,Philippine Sea
49,,,,,,,,,,,,,,,,,Tyrrhenian Sea
870,,,,,,,,,,,,,,,,,Caribbean Sea
300,,,,,,,,,,,,,,,,,Bering Sea
841,,,,,,,,,,,,,,,,,Baltic Sea
468,,,,,,,,,,,,,,,,,Norwegian Sea
415,,,,,,,,,,,,,,,,,Labrador Sea
179,,,,,,,,,,,,,,,,,Red Sea
521,,,,,,,,,,,,,,,,,Banda Sea
588,,,,,,,,,,,,,,,,,Norwegian Sea
150,,,,,,,,,,,,,,,,,Chilean Sea
769,,,,,,,,,,,,,,,,,South China Sea
433,,,,,,,,,,,,,,,,,Southern Ocean
522,,,,,,,,,,,,,,,,,Celebes Sea
345,,,,,,,,,,,,,,,,,Aegean Sea
267,,,,,,,,,,,,,,,,,Norwegian Sea
118,,,,,,,,,,,,,,,,,Black Sea
609,,,,,,,,,,,,,,,,,Gulf of St Lawrence
835,,,,,,,,,,,,,,,,,Baltic Sea
765,,,,,,,,,,,,,,,,,Caspian Sea
735,,,,,,,,,,,,,,,,,Labrador Sea
744,,,,,,,,,,,,,,,,,Aegean Sea
615,,,,,,,,,,,,,,,,,Bering Sea
703,,,,,,,,,,,,,,,,,Arabian Sea
937,,,,,,,,,,,,,,,,,Baltic Sea
137,,,,,,,,,,,,,,,,,Gulf of Alaska
141,,,,,,,,,,,,,,,,,Tyrrhenian Sea
993,,,,,,,,,,,,,,,,,Norwegian Sea
503,,,,,,,,,,,,,,,,,Norwegian Sea
851,,,,,,,,,,,,,,,,,Chilean Sea
78,,,,,,,,,,,,,,,,,Caribbean Sea
791,,,,,,,,,,,,,,,,,Ligurian Sea
388,,,,,,,,,,,,,,,,,Arabian Sea
